region,month,temperature,salinity,depth,oxygen,turbidity,species
Goa Coast,February,28.9,33.0,60,6.9,7.8,Snapper
Andaman Sea,May,31.3,35.6,179,6.2,8.7,Tuna
Chennai Coast,October,27.5,34.3,81,4.7,3.0,Pomfret
Goa Coast,February,29.7,36.0,70,7.5,6.5,Seer Fish
Goa Coast,July,29.1,33.1,99,6.4,1.3,Seer Fish
Visakhapatnam,January,28.4,34.2,77,5.2,3.0,Seer Fish
Andaman Sea,November,30.8,34.9,92,5.2,3.8,Tuna
Kerala Coast,December,27.9,34.8,49,5.1,3.3,Mackerel
Chennai Coast,September,26.0,34.8,18,6.1,5.7,Mackerel
Chennai Coast,November,26.1,35.1,31,5.3,7.9,Mackerel
Rameswaram,November,25.6,35.9,75,5.5,2.0,Pomfret
Goa Coast,July,26.4,33.1,34,5.7,9.2,Mackerel
Kerala Coast,April,26.0,34.0,48,5.5,9.4,Sardine
Visakhapatnam,September,32.0,35.1,189,6.5,6.1,Tuna
Kerala Coast,March,26.4,33.7,47,5.7,4.6,Mackerel
Rameswaram,December,25.9,34.3,55,7.0,2.5,Sardine
Visakhapatnam,May,32.0,35.0,167,6.6,8.6,Tuna
Andaman Sea,December,31.0,33.0,106,4.6,2.1,Tuna
Goa Coast,June,28.0,33.8,64,5.5,5.5,Seer Fish
Kerala Coast,September,25.1,34.8,31,8.0,7.8,Sardine
Visakhapatnam,April,29.5,34.0,96,6.6,6.5,Seer Fish
Goa Coast,May,27.7,34.8,37,4.6,7.8,Seer Fish
Goa Coast,April,29.7,34.1,38,4.6,9.6,Mackerel
Visakhapatnam,May,28.7,33.0,75,4.7,6.3,Seer Fish
Kerala Coast,September,24.5,33.5,50,7.9,6.3,Anchovy
Rameswaram,October,26.6,34.2,44,7.2,2.7,Pomfret
Andaman Sea,February,28.8,33.2,114,5.6,8.9,Tuna
Chennai Coast,February,26.7,33.7,16,5.5,3.8,Anchovy
Visakhapatnam,November,30.8,33.5,68,7.0,5.3,Seer Fish
Chennai Coast,August,27.4,33.2,38,5.3,9.2,Pomfret
Chennai Coast,November,26.6,35.0,55,4.8,9.4,Pomfret
Andaman Sea,April,29.2,35.6,85,6.9,2.7,Tuna
Rameswaram,November,27.5,33.1,41,6.3,5.6,Sardine
Kerala Coast,April,25.8,33.5,26,7.9,5.5,Anchovy
Kerala Coast,February,25.0,33.6,38,6.4,3.7,Sardine
Visakhapatnam,March,31.3,34.1,119,5.2,9.9,Tuna
Rameswaram,July,28.9,34.7,61,6.6,4.4,Sardine
Chennai Coast,April,24.9,34.6,48,4.6,4.6,Anchovy
Visakhapatnam,March,29.3,33.1,73,5.1,6.7,Seer Fish
Kerala Coast,July,27.9,33.5,70,7.3,2.8,Sardine
Kerala Coast,January,26.6,34.7,29,4.7,6.4,Anchovy
Chennai Coast,February,27.6,36.0,17,4.8,3.5,Anchovy
Kerala Coast,April,27.7,33.8,47,7.1,7.4,Anchovy
Kerala Coast,November,27.0,35.1,71,5.7,6.2,Sardine
Kerala Coast,October,27.5,35.6,21,7.0,7.0,Mackerel
Rameswaram,December,28.8,33.7,52,5.8,1.9,Pomfret
Kerala Coast,March,29.4,34.9,35,5.2,9.0,Mackerel
Rameswaram,December,27.6,34.6,33,7.0,8.4,Pomfret
Andaman Sea,November,29.9,34.2,67,6.5,3.1,Tuna
Visakhapatnam,December,30.6,34.8,83,7.5,1.1,Tuna
Kerala Coast,September,28.0,33.5,25,7.4,5.7,Sardine
Chennai Coast,September,26.6,35.4,23,5.2,2.1,Anchovy
Andaman Sea,June,29.4,35.9,191,5.7,6.4,Tuna
Andaman Sea,October,30.5,33.8,83,7.2,1.1,Tuna
Chennai Coast,May,26.6,35.5,33,5.7,2.0,Mackerel
Kerala Coast,November,26.4,33.7,33,5.0,3.7,Anchovy
Kerala Coast,December,27.4,35.0,34,5.2,6.7,Anchovy
Visakhapatnam,October,29.6,35.9,85,7.7,2.5,Seer Fish
Rameswaram,September,25.7,33.5,74,7.9,9.5,Pomfret
Chennai Coast,July,27.5,34.0,18,7.8,5.1,Mackerel
Goa Coast,February,27.2,33.2,118,7.9,2.7,Snapper
Kerala Coast,August,28.9,33.3,73,7.5,2.8,Sardine
Visakhapatnam,September,28.2,34.1,91,7.5,5.7,Seer Fish
Rameswaram,June,26.4,34.6,89,7.1,6.5,Pomfret
Kerala Coast,January,28.2,33.9,45,6.1,4.8,Mackerel
Visakhapatnam,November,27.0,35.1,94,7.6,4.2,Seer Fish
Goa Coast,October,28.7,33.3,74,5.3,1.9,Snapper
Goa Coast,May,27.5,33.1,72,7.8,4.8,Snapper
Chennai Coast,January,26.3,35.4,36,7.3,4.6,Mackerel
Kerala Coast,January,28.7,33.4,44,6.3,6.3,Mackerel
Rameswaram,April,27.0,34.9,22,7.6,2.4,Sardine
Goa Coast,January,27.4,35.0,41,6.8,1.6,Snapper
Chennai Coast,May,28.2,35.2,88,5.7,2.7,Pomfret
Kerala Coast,December,26.9,35.5,41,7.2,5.2,Sardine
Kerala Coast,May,27.3,34.0,40,5.0,6.2,Anchovy
Rameswaram,August,27.8,35.7,44,5.2,5.4,Pomfret
Visakhapatnam,June,30.7,34.8,20,5.9,5.3,Seer Fish
Chennai Coast,December,28.6,34.8,57,7.8,3.5,Mackerel
Chennai Coast,July,26.9,34.3,28,5.7,3.1,Anchovy
Visakhapatnam,March,28.6,34.8,149,5.5,5.4,Tuna
Chennai Coast,April,26.4,35.5,34,5.0,9.9,Anchovy
Goa Coast,March,28.2,34.0,49,6.7,7.2,Mackerel
Rameswaram,May,26.1,34.6,67,5.4,1.1,Pomfret
Kerala Coast,June,26.1,33.8,44,6.0,4.5,Anchovy
Goa Coast,July,27.5,35.0,29,7.5,4.7,Mackerel
Chennai Coast,July,25.6,34.6,86,7.9,2.8,Pomfret
Goa Coast,June,29.6,35.2,41,5.5,8.0,Mackerel
Chennai Coast,February,27.2,35.9,13,7.4,9.4,Anchovy
Visakhapatnam,March,28.2,35.1,96,7.1,9.4,Seer Fish
Goa Coast,November,27.2,34.6,87,7.6,3.9,Seer Fish
Chennai Coast,November,28.9,35.6,20,5.8,7.6,Mackerel
Visakhapatnam,August,29.1,36.0,61,7.1,8.3,Tuna
Andaman Sea,July,27.5,33.1,65,5.3,5.5,Snapper
Rameswaram,January,28.1,35.7,49,7.4,2.8,Pomfret
Goa Coast,September,28.1,34.6,80,6.5,6.4,Seer Fish
Andaman Sea,February,27.2,34.3,119,7.7,7.3,Snapper
Chennai Coast,April,26.4,34.2,31,4.9,4.0,Anchovy
Rameswaram,March,27.0,33.8,74,5.6,4.5,Pomfret
Rameswaram,September,28.3,35.0,86,4.8,6.1,Pomfret
Andaman Sea,December,29.4,34.0,70,6.6,7.1,Snapper
Rameswaram,April,28.4,33.0,58,6.1,9.7,Pomfret
Goa Coast,August,29.2,34.0,65,7.8,7.2,Seer Fish
Chennai Coast,July,28.4,34.0,76,6.2,8.0,Pomfret
Goa Coast,January,29.4,35.5,38,5.6,5.8,Mackerel
Goa Coast,September,27.3,34.3,64,7.6,9.1,Snapper
Visakhapatnam,November,30.3,33.9,81,4.6,5.1,Tuna
Rameswaram,February,28.3,33.3,45,6.5,7.2,Sardine
Goa Coast,January,29.3,35.0,87,5.1,6.7,Snapper
Kerala Coast,May,27.6,33.5,30,5.6,4.3,Sardine
Visakhapatnam,June,31.8,34.3,133,5.9,6.0,Tuna
Goa Coast,August,27.5,33.1,36,5.7,5.4,Mackerel
Chennai Coast,November,26.8,33.4,46,5.3,2.0,Mackerel
Kerala Coast,June,27.3,33.8,26,7.1,4.8,Anchovy
Visakhapatnam,December,29.8,35.8,178,7.0,6.5,Tuna
Kerala Coast,October,27.9,33.3,24,6.9,8.5,Anchovy
Visakhapatnam,April,28.4,34.7,86,5.2,3.3,Tuna
Goa Coast,August,28.0,35.9,119,5.6,2.8,Snapper
Rameswaram,February,26.7,33.9,40,8.0,3.9,Sardine
Goa Coast,August,29.4,35.3,62,5.5,2.7,Seer Fish
Chennai Coast,October,27.9,35.8,42,7.8,8.3,Anchovy
Kerala Coast,September,27.6,33.8,79,4.7,6.9,Sardine
Andaman Sea,October,27.1,34.1,90,5.7,1.5,Snapper
Goa Coast,February,30.0,34.6,91,7.2,6.8,Snapper
Goa Coast,May,29.5,35.6,28,5.8,5.4,Mackerel
Visakhapatnam,January,29.9,34.0,52,5.4,3.5,Seer Fish
Goa Coast,December,29.1,34.1,43,5.2,4.5,Seer Fish
Kerala Coast,April,26.8,35.0,31,6.8,1.2,Mackerel
Chennai Coast,March,26.9,35.8,25,6.9,2.7,Anchovy
Chennai Coast,April,27.2,34.0,88,7.1,6.6,Pomfret
Goa Coast,July,27.4,34.2,54,7.5,3.9,Seer Fish
Kerala Coast,September,27.4,33.0,32,6.4,9.1,Mackerel
Goa Coast,August,27.2,35.1,71,7.5,9.5,Snapper
Rameswaram,January,28.2,35.0,72,6.6,1.5,Sardine
Goa Coast,February,28.0,33.1,62,6.8,7.1,Snapper
Rameswaram,February,26.3,34.2,57,4.9,5.3,Sardine
Kerala Coast,August,27.7,35.3,35,7.7,3.0,Sardine
Goa Coast,December,27.3,34.9,73,6.7,9.7,Snapper
Andaman Sea,October,30.2,34.1,114,7.6,6.4,Tuna
Kerala Coast,May,27.0,34.4,50,6.2,8.8,Sardine
Andaman Sea,November,30.0,35.8,42,7.2,9.1,Snapper
Goa Coast,December,27.2,33.7,57,7.3,5.3,Snapper
Chennai Coast,January,24.2,35.2,32,5.6,6.4,Anchovy
Andaman Sea,January,28.3,35.2,108,7.7,6.7,Tuna
Rameswaram,September,26.9,33.9,44,6.1,6.9,Sardine
Chennai Coast,October,26.3,35.9,24,7.8,8.7,Anchovy
Chennai Coast,February,25.2,34.6,35,6.8,1.4,Anchovy
Chennai Coast,January,26.6,34.1,39,7.0,5.5,Mackerel
Rameswaram,September,27.4,35.5,72,5.9,9.8,Pomfret
Visakhapatnam,November,31.6,33.8,159,6.6,5.4,Tuna
Chennai Coast,August,29.5,34.8,25,4.8,4.0,Mackerel
Chennai Coast,December,25.6,34.4,82,4.7,3.3,Pomfret
Kerala Coast,March,28.8,35.7,80,5.4,7.2,Sardine
Rameswaram,January,28.4,33.7,52,6.3,8.4,Pomfret
Goa Coast,November,28.8,35.0,53,4.8,3.3,Seer Fish
Kerala Coast,November,25.8,35.0,36,7.5,2.0,Anchovy
Kerala Coast,January,27.7,34.7,43,6.4,3.6,Anchovy
Andaman Sea,March,28.3,33.4,106,6.7,8.8,Snapper
Kerala Coast,December,27.8,35.9,73,5.8,3.4,Sardine
Goa Coast,January,27.8,35.6,49,5.4,4.4,Mackerel
Goa Coast,July,27.6,35.5,25,5.9,3.5,Mackerel
Goa Coast,January,29.0,33.8,112,7.4,7.4,Snapper
Andaman Sea,August,27.2,34.8,99,7.3,6.5,Snapper
Rameswaram,June,25.9,35.3,48,4.8,7.8,Sardine
Kerala Coast,December,26.6,33.7,21,6.1,3.4,Anchovy
Andaman Sea,November,29.5,34.9,115,7.4,3.9,Snapper
Chennai Coast,February,26.0,33.5,47,7.8,8.3,Anchovy
Rameswaram,September,26.9,35.5,45,5.1,1.0,Pomfret
Kerala Coast,January,24.6,33.6,44,5.4,3.8,Anchovy
Kerala Coast,September,27.7,33.2,80,7.7,9.7,Sardine
Goa Coast,September,29.0,34.9,94,5.4,9.5,Seer Fish
Rameswaram,May,27.5,34.6,38,7.1,6.9,Pomfret
Visakhapatnam,November,29.1,35.4,78,7.9,7.3,Seer Fish
Kerala Coast,October,25.2,35.1,33,7.8,2.7,Sardine
Visakhapatnam,November,30.5,34.4,85,7.4,5.7,Seer Fish
Rameswaram,January,26.9,35.2,54,6.4,8.5,Pomfret
Goa Coast,April,26.9,35.0,15,5.6,9.6,Mackerel
Andaman Sea,January,30.9,33.4,107,6.1,6.7,Tuna
Kerala Coast,July,27.0,33.6,62,5.1,8.9,Sardine
Visakhapatnam,June,29.9,35.1,165,5.6,8.5,Tuna
Goa Coast,December,28.3,35.4,33,4.8,2.2,Mackerel
Andaman Sea,December,28.3,33.1,121,4.7,1.4,Tuna
Rameswaram,August,27.7,34.6,31,5.2,6.4,Sardine
Chennai Coast,May,26.1,33.5,86,6.7,3.6,Pomfret
Rameswaram,February,27.2,35.3,59,6.3,4.6,Sardine
Rameswaram,September,25.3,35.6,22,6.1,3.4,Sardine
Kerala Coast,July,24.0,33.8,36,6.4,5.3,Anchovy
Visakhapatnam,December,28.4,33.9,40,6.8,6.5,Seer Fish
Rameswaram,March,28.1,35.8,52,7.3,3.4,Pomfret
Visakhapatnam,December,31.2,33.8,91,6.4,3.9,Tuna
Goa Coast,November,27.3,35.8,52,6.7,1.9,Snapper
Goa Coast,August,31.0,33.8,72,6.5,9.3,Seer Fish
Kerala Coast,January,25.7,35.1,75,7.5,8.6,Sardine
Visakhapatnam,August,28.7,35.7,49,6.6,2.7,Seer Fish
Chennai Coast,December,27.7,34.8,18,5.6,2.8,Anchovy
Kerala Coast,January,25.0,35.8,41,5.4,7.0,Anchovy
Goa Coast,January,29.0,35.0,36,5.8,4.9,Seer Fish
Goa Coast,May,29.4,34.4,90,5.0,1.0,Seer Fish
Andaman Sea,September,30.1,33.6,126,8.0,8.7,Tuna
Rameswaram,May,28.7,34.3,53,7.5,9.4,Sardine
Rameswaram,April,27.2,34.7,56,5.6,7.0,Sardine
Goa Coast,July,27.9,35.3,90,7.4,6.7,Snapper
Andaman Sea,August,29.3,33.1,133,6.3,7.2,Tuna
Chennai Coast,July,25.2,34.6,80,6.5,1.8,Pomfret
Chennai Coast,July,25.8,33.8,30,6.0,10.0,Anchovy
Kerala Coast,February,24.7,35.2,41,4.6,6.7,Anchovy
Andaman Sea,August,27.3,33.9,86,6.0,6.0,Snapper
Andaman Sea,June,29.3,33.2,113,7.3,4.8,Tuna
Rameswaram,March,27.8,34.0,56,7.6,7.1,Sardine
Goa Coast,October,28.6,33.6,39,6.9,9.9,Mackerel
Goa Coast,November,28.7,35.3,38,5.5,3.2,Mackerel
Goa Coast,September,28.1,34.5,14,5.9,6.1,Mackerel
Andaman Sea,November,27.3,35.4,64,7.1,4.6,Snapper
Goa Coast,January,27.9,35.6,88,7.1,5.4,Snapper
Kerala Coast,June,26.4,34.7,34,4.6,8.5,Anchovy
Visakhapatnam,April,30.7,35.7,89,5.2,5.6,Seer Fish
Visakhapatnam,January,27.5,35.5,20,6.3,7.7,Seer Fish
Rameswaram,August,27.1,35.3,33,4.7,1.3,Pomfret
Visakhapatnam,December,29.5,35.7,71,7.5,4.4,Tuna
Kerala Coast,June,24.9,33.7,14,5.5,8.9,Anchovy
Goa Coast,March,27.9,35.7,43,6.0,7.4,Snapper
Andaman Sea,January,28.0,34.7,112,6.7,1.9,Snapper
Visakhapatnam,September,28.8,33.7,98,6.1,7.6,Seer Fish
Goa Coast,July,27.0,34.1,32,4.7,2.7,Seer Fish
Kerala Coast,January,27.9,33.7,17,7.5,9.8,Mackerel
Visakhapatnam,July,28.6,33.3,192,7.9,9.7,Tuna
Rameswaram,April,25.2,35.7,61,7.7,4.7,Sardine
Rameswaram,November,26.5,33.2,48,6.6,8.5,Sardine
Chennai Coast,September,25.2,34.5,65,5.7,9.0,Pomfret
Kerala Coast,November,27.4,35.5,23,5.9,6.6,Anchovy
Visakhapatnam,August,30.8,35.3,59,7.2,2.1,Seer Fish
Kerala Coast,January,26.4,33.8,17,7.9,7.7,Anchovy
Chennai Coast,July,25.2,33.9,57,4.7,6.3,Pomfret
Rameswaram,April,26.4,35.0,86,5.5,2.0,Pomfret
Visakhapatnam,January,27.3,34.4,38,5.1,7.6,Seer Fish
Rameswaram,January,26.3,35.5,46,6.8,2.3,Pomfret
Kerala Coast,August,27.8,33.6,21,6.0,4.7,Anchovy
Kerala Coast,September,25.8,35.0,22,6.4,7.6,Anchovy
Chennai Coast,November,27.8,34.2,10,5.7,8.2,Mackerel
Kerala Coast,May,25.4,35.8,52,6.8,4.8,Sardine
Kerala Coast,January,25.6,35.3,65,6.7,6.4,Sardine
Chennai Coast,April,25.9,34.4,32,6.4,1.9,Anchovy
Chennai Coast,July,27.1,33.3,72,6.3,5.9,Pomfret
Andaman Sea,March,29.1,33.7,155,6.0,7.5,Tuna
Goa Coast,June,29.7,33.6,40,6.5,3.5,Snapper
Chennai Coast,October,24.7,34.9,46,5.0,8.3,Anchovy
Andaman Sea,August,31.6,33.2,68,7.6,4.0,Tuna
Rameswaram,October,26.7,35.7,70,5.6,3.7,Pomfret
Visakhapatnam,November,31.7,33.7,122,4.9,9.2,Tuna
Visakhapatnam,November,29.7,35.1,190,5.8,7.9,Tuna
Visakhapatnam,December,30.0,34.1,187,7.2,8.3,Tuna
Rameswaram,May,26.4,33.3,74,4.7,8.6,Pomfret
Rameswaram,February,25.2,34.1,55,7.0,2.3,Pomfret
Andaman Sea,March,29.8,33.6,106,7.9,8.2,Snapper
Goa Coast,October,29.5,34.1,56,7.9,8.7,Snapper
Chennai Coast,May,28.0,35.0,24,7.6,7.5,Anchovy
Chennai Coast,March,27.4,35.0,83,5.9,1.9,Pomfret
Chennai Coast,February,28.4,35.5,31,7.1,7.7,Pomfret
Visakhapatnam,November,31.6,34.7,82,7.7,3.3,Tuna
Kerala Coast,July,27.7,35.2,34,6.8,8.7,Mackerel
Visakhapatnam,March,31.1,35.5,178,7.4,5.8,Tuna
Rameswaram,March,27.7,33.7,37,5.1,1.3,Sardine
Visakhapatnam,February,29.8,34.9,52,4.7,2.5,Seer Fish
Kerala Coast,January,26.6,33.4,39,7.2,8.1,Sardine
Visakhapatnam,March,30.9,35.7,98,5.5,8.9,Tuna
Visakhapatnam,March,30.8,33.3,71,5.6,5.4,Tuna
Chennai Coast,December,26.0,35.2,15,6.6,2.6,Anchovy
Kerala Coast,February,25.1,35.0,50,5.7,5.9,Anchovy
Visakhapatnam,June,30.5,33.1,64,7.6,7.5,Tuna
Goa Coast,November,29.8,35.3,79,6.1,5.8,Seer Fish
Goa Coast,December,27.1,34.8,49,5.2,4.3,Seer Fish
Chennai Coast,December,26.2,33.9,70,5.8,9.4,Pomfret
Visakhapatnam,April,27.3,34.1,62,6.0,1.9,Seer Fish
Kerala Coast,December,25.2,33.8,80,7.6,8.2,Sardine
Chennai Coast,February,28.6,35.6,81,4.7,1.2,Pomfret
Andaman Sea,February,31.6,33.7,124,4.7,3.8,Tuna
Rameswaram,September,25.1,33.2,79,4.9,9.1,Sardine
Rameswaram,July,28.3,33.9,66,5.9,7.8,Pomfret
Goa Coast,February,27.4,33.8,83,7.6,3.4,Snapper
Kerala Coast,September,26.9,33.6,41,5.4,8.9,Anchovy
Visakhapatnam,March,29.7,33.5,46,6.2,1.6,Seer Fish
Kerala Coast,July,28.9,34.5,77,4.7,8.3,Sardine
Chennai Coast,January,25.9,33.6,84,4.7,7.2,Pomfret
Chennai Coast,June,28.2,34.6,44,4.9,6.8,Pomfret
Kerala Coast,May,27.1,34.9,31,6.7,6.2,Mackerel
Chennai Coast,February,27.2,35.5,18,5.6,5.7,Anchovy
Chennai Coast,February,26.8,35.9,36,7.9,7.0,Anchovy
Kerala Coast,June,27.2,35.7,22,5.0,7.1,Anchovy
Kerala Coast,April,26.5,35.4,43,5.4,2.1,Anchovy
Kerala Coast,September,26.0,35.7,27,7.0,7.5,Anchovy
Kerala Coast,November,28.0,33.3,30,5.4,4.0,Anchovy
Visakhapatnam,September,31.0,35.2,98,5.4,9.1,Seer Fish
Visakhapatnam,February,29.7,35.7,81,6.0,4.3,Seer Fish
Visakhapatnam,May,29.6,33.2,31,7.1,8.6,Seer Fish
Goa Coast,October,29.6,35.5,62,5.8,8.5,Snapper
Goa Coast,October,27.5,35.7,110,4.8,6.3,Snapper
Chennai Coast,January,26.0,35.7,19,7.5,4.6,Anchovy
Goa Coast,February,28.4,34.2,44,7.6,3.6,Snapper
Visakhapatnam,August,28.1,35.4,115,5.6,6.5,Tuna
Visakhapatnam,June,27.6,33.8,72,7.9,6.9,Seer Fish
Andaman Sea,June,27.3,34.4,56,5.9,3.7,Snapper
Rameswaram,December,26.1,34.2,47,5.5,1.7,Sardine
Andaman Sea,November,27.6,33.0,55,7.9,8.8,Snapper
Kerala Coast,December,25.5,35.3,26,5.9,2.8,Sardine
Rameswaram,March,27.7,34.1,49,5.9,5.2,Pomfret
Rameswaram,April,28.7,34.9,38,7.8,1.6,Sardine
Goa Coast,January,29.5,33.1,107,7.1,7.7,Snapper
Chennai Coast,March,25.3,34.6,44,4.6,4.6,Anchovy
Rameswaram,December,25.1,35.1,70,5.2,4.8,Sardine
Kerala Coast,December,28.3,34.8,69,5.6,4.9,Sardine
Visakhapatnam,June,28.9,34.6,37,6.0,1.6,Seer Fish
Chennai Coast,November,27.5,34.1,13,5.2,6.8,Anchovy
Kerala Coast,February,26.3,36.0,10,5.4,3.8,Mackerel
Goa Coast,November,29.7,33.2,70,7.7,9.7,Seer Fish
Goa Coast,January,29.9,34.1,50,7.5,7.3,Seer Fish
Andaman Sea,January,27.0,34.6,75,5.7,8.7,Snapper
Goa Coast,July,27.0,34.1,12,6.8,9.9,Mackerel
Kerala Coast,January,28.2,34.2,69,6.4,6.8,Sardine
Andaman Sea,December,28.4,35.1,166,6.5,5.0,Tuna
Andaman Sea,December,28.0,33.3,87,7.2,6.9,Snapper
Rameswaram,October,26.9,33.3,63,7.1,6.8,Sardine
Kerala Coast,May,25.7,33.0,13,7.3,4.4,Anchovy
Chennai Coast,April,26.8,34.2,34,4.8,7.1,Mackerel
Visakhapatnam,April,30.2,34.3,79,6.5,5.0,Tuna
Kerala Coast,November,29.0,34.9,66,5.4,8.8,Sardine
Goa Coast,March,30.5,35.3,91,6.5,7.7,Seer Fish
Chennai Coast,September,26.9,34.4,32,7.4,6.8,Pomfret
Rameswaram,August,28.0,35.0,32,7.9,4.0,Pomfret
Andaman Sea,January,28.5,33.1,68,5.7,1.5,Snapper
Visakhapatnam,December,31.6,33.9,130,7.2,7.4,Tuna
Visakhapatnam,June,28.3,34.0,31,4.6,1.6,Seer Fish
Goa Coast,October,29.5,33.4,22,6.9,8.8,Seer Fish
Rameswaram,January,26.3,34.8,69,6.9,1.8,Sardine
Chennai Coast,May,24.1,34.1,23,6.1,8.8,Anchovy
Goa Coast,March,27.7,34.4,68,5.8,3.9,Seer Fish
Visakhapatnam,August,27.7,33.2,93,7.7,8.1,Seer Fish
Kerala Coast,May,26.4,34.8,55,6.9,7.6,Mackerel
Goa Coast,July,29.4,34.2,45,6.2,9.8,Seer Fish
Rameswaram,January,25.5,33.9,52,7.3,6.4,Sardine
Chennai Coast,October,27.9,35.2,34,5.7,3.7,Pomfret
Chennai Coast,March,24.3,33.5,46,5.7,6.0,Anchovy
Visakhapatnam,March,27.6,33.6,98,5.3,5.7,Seer Fish
Goa Coast,November,30.4,33.9,26,7.4,5.3,Seer Fish
Rameswaram,June,26.6,34.6,44,6.8,2.5,Sardine
Kerala Coast,March,26.1,33.7,36,6.3,6.1,Mackerel
Chennai Coast,July,27.2,35.5,45,5.5,4.8,Anchovy
Kerala Coast,November,26.6,34.9,47,7.9,7.5,Sardine
Andaman Sea,May,29.7,33.1,72,7.2,4.5,Snapper
Rameswaram,August,28.0,33.0,72,4.9,3.1,Pomfret
Chennai Coast,September,28.9,35.1,68,6.0,4.4,Pomfret
Goa Coast,February,27.5,34.7,67,7.0,4.7,Snapper
Goa Coast,June,27.3,35.6,69,5.2,5.4,Seer Fish
Rameswaram,July,28.0,33.4,35,4.5,7.9,Sardine
Kerala Coast,September,29.1,33.9,24,7.5,1.6,Mackerel
Goa Coast,January,30.6,35.0,37,7.5,8.3,Seer Fish
Rameswaram,May,25.6,33.5,33,7.1,5.4,Pomfret
Visakhapatnam,October,28.9,33.9,113,5.2,2.8,Tuna
Visakhapatnam,June,29.6,35.7,39,6.6,2.7,Seer Fish
Rameswaram,July,25.2,33.3,75,5.1,8.1,Sardine
Kerala Coast,November,27.7,35.5,60,6.7,10.0,Mackerel
Visakhapatnam,March,30.5,34.8,62,7.7,1.8,Seer Fish
Goa Coast,February,27.1,35.9,68,6.2,5.3,Seer Fish
Visakhapatnam,October,30.0,35.7,90,8.0,3.0,Tuna
Goa Coast,September,28.4,34.0,78,4.9,2.0,Snapper
Goa Coast,August,29.9,35.9,64,5.7,3.1,Snapper
Chennai Coast,July,26.7,35.6,20,6.8,2.3,Mackerel
Visakhapatnam,July,29.0,35.0,171,7.9,1.4,Tuna
Andaman Sea,June,29.7,33.6,57,5.8,7.0,Snapper
Visakhapatnam,July,31.8,34.4,102,4.6,6.5,Tuna
Kerala Coast,August,26.2,36.0,22,5.2,6.9,Sardine
Chennai Coast,May,26.3,35.1,44,6.6,7.1,Pomfret
Rameswaram,February,28.1,35.3,79,7.2,3.6,Pomfret
Rameswaram,May,28.3,33.6,22,5.5,7.1,Sardine
Goa Coast,November,28.2,35.8,87,6.7,4.8,Seer Fish
Chennai Coast,July,26.8,34.7,13,7.8,7.3,Anchovy
Goa Coast,September,27.5,33.1,47,7.8,5.4,Seer Fish
Goa Coast,January,26.3,35.9,36,5.2,4.7,Mackerel
Goa Coast,December,27.2,34.2,41,5.7,8.6,Mackerel
Andaman Sea,July,29.9,34.1,49,6.0,6.2,Snapper
Kerala Coast,June,27.6,35.6,73,5.3,5.6,Sardine
Goa Coast,January,29.4,33.3,57,6.1,3.2,Snapper
Visakhapatnam,November,28.9,33.2,60,5.9,7.2,Seer Fish
Kerala Coast,June,25.5,34.9,80,7.6,4.6,Sardine
Chennai Coast,October,25.0,35.3,13,7.7,2.7,Anchovy
Andaman Sea,March,28.7,36.0,91,5.9,3.5,Tuna
Visakhapatnam,May,30.7,33.3,22,7.8,5.1,Seer Fish
Goa Coast,June,30.1,34.3,47,4.7,4.5,Seer Fish
Chennai Coast,July,26.8,33.7,41,6.1,3.9,Pomfret
Chennai Coast,September,28.1,35.5,32,7.1,7.1,Pomfret
Visakhapatnam,August,28.9,35.9,21,6.5,5.1,Seer Fish
Rameswaram,February,26.6,34.6,41,6.7,3.1,Sardine
Goa Coast,October,28.4,35.4,60,6.4,4.0,Snapper
Goa Coast,June,30.4,35.8,90,5.7,3.9,Seer Fish
Chennai Coast,April,28.2,33.8,57,7.0,6.6,Mackerel
Visakhapatnam,September,28.8,35.2,30,7.5,2.6,Seer Fish
Kerala Coast,November,28.3,33.7,51,7.8,9.2,Sardine
Rameswaram,September,25.5,36.0,61,6.9,5.7,Pomfret
Rameswaram,October,25.2,33.1,38,7.9,5.2,Pomfret
Andaman Sea,April,30.6,33.7,87,8.0,8.0,Tuna
Goa Coast,February,27.2,35.0,14,4.9,7.0,Mackerel
Goa Coast,June,27.0,35.8,74,7.4,6.6,Snapper
Kerala Coast,September,25.7,35.6,36,4.7,2.3,Anchovy
Chennai Coast,April,25.7,35.0,41,5.2,5.6,Pomfret
Chennai Coast,June,27.3,35.2,51,7.4,2.1,Pomfret
Chennai Coast,April,28.9,33.9,43,4.7,1.6,Pomfret
Goa Coast,May,29.8,35.3,58,4.5,5.8,Seer Fish
Goa Coast,November,30.1,34.3,77,4.9,6.5,Seer Fish
Goa Coast,June,26.5,35.4,51,5.1,2.2,Mackerel
Goa Coast,February,28.1,33.9,50,7.0,9.5,Seer Fish
Rameswaram,October,27.8,35.3,64,5.4,4.7,Pomfret
Rameswaram,September,25.5,33.3,35,7.9,7.6,Sardine
Chennai Coast,March,27.8,34.1,11,6.7,7.1,Anchovy
Rameswaram,March,28.9,34.7,49,6.3,5.6,Pomfret
Kerala Coast,July,26.7,35.4,33,6.3,8.1,Mackerel
Rameswaram,November,28.9,33.3,29,5.9,5.8,Sardine
Goa Coast,December,28.2,33.6,79,5.0,3.2,Snapper
Rameswaram,October,26.8,35.8,73,7.5,4.1,Pomfret
